words,808s & Heartbreak,Graduation,JESUS IS KING,Late Registration,My Beautiful Dark Twisted Fantasy,The College Dropout,The Life of Pablo,Yeezus,ye
newtone,0,0,0,0,0,0,0,0,1
nia,0,0,0,1,0,0,0,0,0
nice,0,0,0,3,1,2,2,0,0
nick,0,0,0,0,0,0,0,1,0
nicki,0,0,0,0,2,0,0,0,1
nickname,0,1,0,1,0,0,0,0,0
nicknamed,0,0,0,1,0,0,0,0,0
nicorette,0,0,0,0,0,1,0,0,0
niece,0,0,0,0,0,2,0,0,0
nigga,0,9,0,12,10,14,15,8,3
niggais,0,0,0,1,0,0,0,0,0
niggerish,0,0,0,1,0,0,0,0,0
night,5,7,4,5,7,4,6,3,1
nightclub,0,0,0,0,0,0,0,1,0
nightlife,0,0,0,0,0,0,1,1,0
nightlight,0,0,0,0,0,0,0,1,0
nightmare,1,0,0,0,0,0,0,0,0
nighttime,0,1,0,0,0,0,0,0,0
nike,0,0,0,0,1,0,1,0,0
nikki,0,0,0,1,0,0,0,0,0
nina,0,0,0,0,0,0,1,1,0
ninetofives,0,0,0,1,0,0,0,0,0
nnigga,0,1,0,0,0,0,0,0,0
nnnnnnow,0,0,0,0,0,1,0,0,0
nnnnow,0,0,0,0,0,1,0,0,0
nnooo,1,0,0,0,0,0,0,0,0
nnow,0,1,0,0,0,1,0,0,0
noah,0,0,2,0,1,0,2,4,0
nobu,0,0,0,0,1,0,0,0,0
nod,0,0,2,0,0,0,0,0,0
nodoz,0,1,0,0,0,0,0,0,0
nogood,0,0,0,0,1,0,0,0,0
noise,0,0,0,0,1,0,0,0,0
nolia,0,0,0,0,0,0,0,1,0
nominated,0,0,0,0,0,2,0,0,0
nonlyrical,0,0,0,0,2,0,0,0,0
nonsense,0,0,0,0,1,0,0,0,0
nook,0,0,0,1,0,0,0,0,0
noon,0,0,0,0,0,1,0,0,0
nope,0,0,0,0,0,2,0,0,0
nopussygetting,0,0,0,0,0,0,1,0,0
norah,0,0,0,0,0,1,0,0,0
nori,0,0,0,0,0,0,3,0,0
north,0,0,0,0,0,1,0,0,1
nose,0,0,0,0,0,1,0,0,0
nostra,0,0,0,0,0,0,0,1,0
nostril,0,0,0,0,1,0,0,0,0
notch,0,0,0,0,0,0,0,0,1
note,0,0,0,0,0,2,0,0,0
nother,0,0,0,0,1,0,0,1,1
nothin,0,0,2,2,1,6,5,0,0
notice,0,0,0,0,1,0,0,0,0
noticeable,0,0,0,0,1,0,0,0,0
noticed,0,0,0,0,1,0,0,0,0
notin,0,0,0,1,0,0,0,0,0
notorious,0,1,0,0,0,0,0,0,0
november,0,0,0,0,0,1,0,0,0
nowadays,0,0,0,1,0,0,0,0,0
nuh,0,0,0,0,0,0,0,1,0
nuke,0,0,0,0,0,0,0,0,1
numb,0,0,0,0,0,0,0,0,1
number,0,3,2,0,1,2,2,2,0
numberone,0,0,0,0,0,0,0,1,0
numpsay,0,0,0,1,0,0,0,0,0
nun,0,0,0,0,1,0,0,1,0
nurse,0,0,0,1,0,0,0,0,0
nurture,0,0,0,0,0,0,0,0,1
nut,0,1,0,1,0,1,0,1,1
ny,0,1,0,0,0,1,0,0,0
nyro,0,1,0,0,0,0,0,0,0
nyu,0,0,0,0,0,1,0,0,0
oak,0,0,0,1,0,0,0,0,0
oath,0,0,0,0,0,0,1,0,0
obamas,0,0,0,0,1,0,0,0,0
obey,0,0,2,0,0,0,0,0,1
oblongata,0,0,0,0,0,0,0,0,1
obvious,0,0,0,0,1,0,0,0,0
ocean,0,0,0,0,0,0,1,1,0
oclock,0,1,0,0,0,0,0,0,0
october,0,0,0,0,0,1,0,1,0
od,0,0,0,0,1,0,0,0,1
odell,0,0,0,0,0,0,1,0,0
offended,0,0,0,0,1,0,0,0,0
offer,0,0,0,1,0,1,0,0,0
office,0,0,0,1,0,1,0,0,0
official,0,0,0,0,0,0,1,0,0
offthewall,0,0,0,0,0,0,1,0,0
oftenentered,0,0,0,0,1,0,0,0,0
ohh,0,0,0,1,0,1,0,1,2
ohoh,0,0,2,0,2,0,0,0,0
oj,0,1,0,0,0,0,0,1,0
oklahoma,0,0,0,1,0,0,0,0,0
ol,0,0,0,1,0,1,0,0,0
older,0,1,0,1,2,0,0,0,0
oldie,0,0,0,0,0,1,0,0,0
olwuwopte,0,1,0,0,0,0,0,0,0
olympics,0,0,0,0,1,0,0,0,0
olympus,0,0,0,0,1,0,0,0,0
omega,0,0,0,0,0,1,0,0,0
omelet,0,0,0,0,0,0,1,0,0
omen,0,0,0,0,0,0,0,1,0
onetrackminded,0,0,0,0,1,0,0,0,0
onnn,0,0,0,1,0,0,0,0,0
ooh,2,2,0,3,2,3,3,1,1
oohh,0,0,0,1,0,0,0,0,0
oohhoo,1,0,0,0,0,0,0,0,0
oohooh,0,0,2,0,1,0,0,0,0
oooh,1,0,0,0,0,2,0,0,0
ooooooooooh,0,0,0,0,0,1,0,0,0
oops,0,1,0,0,0,0,0,0,0
ooze,0,0,0,1,0,0,0,0,0
open,0,0,0,3,1,2,4,0,0
opened,0,0,2,0,0,0,0,0,0
opinion,0,0,0,0,0,1,0,0,0
opportunity,0,0,0,0,1,0,1,0,0
opposite,0,0,0,1,0,0,0,0,0
oppression,0,0,0,0,0,0,1,0,0
opps,0,0,0,0,0,0,0,0,1
oprah,0,0,0,0,0,0,1,0,0
option,0,0,0,0,0,0,0,0,1
orange,0,0,0,0,0,0,1,0,0
order,0,0,0,1,1,0,0,1,0
ordered,0,1,0,0,1,1,0,1,0
organ,0,0,0,0,0,0,0,1,0
orientation,0,0,0,1,0,0,0,0,0
oscar,0,0,0,0,1,0,1,0,0
otay,0,0,0,0,0,0,0,0,1
oughta,1,0,0,0,0,0,0,0,0
ounce,0,0,0,1,0,0,0,0,0
ourself,0,0,0,0,0,1,0,0,0
outcome,0,0,0,0,0,0,0,0,1
outfit,0,0,0,0,0,1,0,0,0
outlandish,0,0,0,0,0,0,1,0,0
outofbody,0,0,0,0,0,0,1,0,0
outrageous,0,0,0,0,1,0,0,0,0
outsider,0,0,0,0,1,0,0,0,0
outta,0,3,0,0,2,1,1,2,0
overate,0,0,0,0,0,0,1,0,0
overbooked,0,0,0,0,0,1,0,0,0
overdosin,0,0,0,1,0,0,0,0,0
overload,1,0,0,0,0,0,0,0,0
overlooked,0,0,0,0,0,1,0,0,0
overnever,0,1,0,0,0,0,0,0,0
overrated,0,0,0,0,1,0,0,0,0
overreactin,0,0,0,0,0,0,0,1,0
overreckless,0,0,0,0,0,0,1,0,0
overrunneth,0,0,0,0,1,0,0,0,0
overseas,0,0,0,0,0,0,1,0,0
ow,0,1,0,1,0,1,0,0,0
owe,0,0,0,0,1,0,1,0,0
owed,0,0,0,1,0,0,0,0,0
owned,0,0,0,0,0,0,0,1,0
owner,0,0,0,0,0,0,1,0,0
owni,0,0,0,0,0,0,0,0,1
oww,0,0,0,0,0,0,1,0,0
owww,0,0,0,0,0,1,0,0,0
pablo,0,0,0,0,0,0,2,0,0
pac,0,1,0,1,1,1,1,1,0
pack,0,0,0,1,0,3,1,1,1
packaging,0,0,0,1,0,0,0,0,0
packed,0,2,0,0,0,1,0,2,1
pacman,0,0,0,0,0,1,0,0,0
pad,0,0,0,1,0,0,0,0,0
pageantry,0,0,0,0,1,0,0,0,0
pager,0,0,0,0,0,1,0,0,0
paid,1,2,0,3,1,6,2,0,0
pain,0,1,0,1,3,1,2,1,0
paint,0,0,0,0,0,0,0,1,0
pair,0,0,0,1,1,1,0,0,0
pajama,0,0,0,0,0,0,0,0,1
pal,0,0,0,1,0,0,0,0,0
pale,0,0,0,1,0,0,0,0,0
pam,0,0,0,1,0,0,1,0,0
pancake,0,0,0,0,0,1,0,0,0
panda,0,0,0,0,0,0,1,0,0
pangaea,0,0,0,0,0,0,1,0,0
panickin,0,0,0,1,0,0,0,0,0
pant,0,1,0,0,0,3,0,0,0
panther,0,0,0,1,0,0,0,0,0
panty,0,0,0,0,0,0,1,0,0
paparazzo,0,1,0,0,0,0,0,0,0
paper,0,1,0,1,1,1,1,0,0
parade,0,0,0,0,0,0,1,0,0
paradigm,0,0,0,0,0,0,2,0,0
parallel,0,1,0,0,0,0,0,0,0
paranoid,1,0,0,0,1,0,1,0,0
paraplegic,0,0,0,1,0,0,0,0,0
pardon,0,0,0,1,0,0,0,1,0
parent,0,0,0,0,1,1,1,1,0
parentsll,0,0,0,0,0,1,0,0,0
paris,0,0,0,0,2,0,1,0,0
park,0,0,0,1,2,2,0,3,0
parked,0,1,0,0,0,0,0,0,0
parker,0,1,0,0,0,0,0,0,0
parking,0,0,0,1,0,0,0,0,0
parkinson,0,0,0,0,0,0,0,1,0
parole,1,0,0,0,0,0,0,0,0
party,0,0,0,2,3,3,2,3,0
partyin,0,1,0,0,0,0,0,0,0
partying,0,0,0,0,0,1,0,0,0
partynextdoor,0,0,0,0,0,0,0,0,2
pas,0,2,0,3,1,3,0,0,0
pasha,0,0,0,0,0,1,0,0,0
passed,0,2,0,3,0,1,1,0,0
passenger,0,0,0,0,0,0,1,0,0
passin,0,1,0,0,0,0,0,0,0
passing,1,0,0,0,0,0,0,0,0
passion,0,1,0,1,0,1,0,0,0
passport,0,1,0,0,0,0,0,0,0
pastdue,0,0,0,0,0,1,0,0,0
pastelle,0,0,0,1,0,0,0,0,0
pastellé,0,1,0,0,0,0,0,0,0
pastor,0,1,0,1,0,1,2,1,0
pat,0,1,0,0,1,1,2,0,0
path,0,0,0,0,0,1,0,0,0
pathfinder,0,0,0,0,1,0,0,0,0
patiently,0,0,0,0,0,1,0,0,0
patriot,0,0,0,1,0,0,0,0,0
patrol,1,0,0,0,0,0,0,0,0
patron,0,1,0,1,0,0,0,0,0
patti,0,0,0,1,0,0,0,0,0
patty,0,1,0,0,0,0,0,0,0
paul,0,0,0,1,1,2,0,0,0
pause,0,0,0,0,1,0,0,0,0
pay,0,2,0,3,1,2,2,0,1
payin,0,0,0,1,0,0,0,0,0
payment,0,0,0,0,0,0,1,0,0
payroll,0,0,0,0,0,0,1,0,0
pe,0,1,0,0,0,0,0,0,0
peace,0,0,0,0,0,2,1,0,0
peachfuzz,0,0,0,1,0,0,0,0,0
pebble,0,0,0,0,0,1,0,0,0
pedal,0,0,0,0,0,1,0,0,0
pedaled,0,0,0,0,0,1,0,0,0
peddled,0,0,0,0,0,1,0,0,0
pedestrian,0,0,0,0,0,0,1,0,0
pee,0,0,0,0,0,1,0,0,0
peedi,0,0,0,1,0,0,0,0,0
peek,0,0,2,1,0,0,0,0,0
peekin,0,0,0,0,0,0,0,1,0
peep,0,1,0,0,0,0,0,0,0
peeped,0,0,0,0,1,0,0,0,0
peephole,0,1,0,0,0,0,0,0,0
peer,0,0,0,0,0,2,0,0,0
pelle,0,0,0,1,0,1,0,0,0
penal,0,0,0,1,0,0,0,0,0
pencil,0,0,0,1,0,0,0,0,0
pendergrass,0,0,0,0,1,1,0,0,0
penitentiary,0,0,0,0,1,0,0,0,0
penmanship,0,0,0,0,0,1,0,0,0
penthouse,0,1,0,0,0,0,0,0,0
pentium,0,0,0,0,0,1,0,0,0
people,0,8,8,6,3,9,3,2,2
peoplell,1,1,0,0,0,0,0,0,0
pep,0,0,0,0,1,0,0,0,0
pepsi,0,0,0,0,0,1,0,0,0
perception,0,0,0,0,0,0,1,0,0
perez,0,1,0,0,0,0,0,0,0
perfect,0,0,2,1,1,1,2,1,0
performin,0,0,0,0,0,1,0,0,0
perfume,0,0,0,0,1,0,0,0,0
permission,0,0,2,0,0,0,1,0,0
perry,0,0,2,0,0,0,0,0,0
persecute,0,0,0,0,0,0,1,0,0
person,0,1,0,1,0,1,0,0,0
personal,0,0,0,0,0,1,1,0,0
perspective,1,0,0,0,0,0,0,0,0
pervs,0,0,0,0,0,0,0,0,1
pessimist,0,0,0,1,0,0,0,0,0
peta,0,0,0,0,0,0,1,0,0
petty,0,0,0,1,0,0,0,0,0
phantom,0,0,0,0,0,0,1,0,0
pharaoh,0,1,0,0,1,0,0,0,0
phd,0,0,0,0,1,1,0,0,0
phenomenon,0,0,0,0,1,0,0,0,0
phi,0,0,0,3,0,0,0,0,0
philly,0,1,0,0,0,0,1,0,0
philo,0,0,0,0,1,0,0,0,0
phoebe,0,0,0,0,1,0,0,0,0
phoenix,0,0,0,1,0,0,0,0,0
phone,2,0,0,2,1,2,2,1,0
phony,0,0,0,0,1,0,0,0,0
photo,0,0,0,0,0,1,1,0,0
photograph,0,1,0,0,0,0,0,0,0
phrase,0,0,0,0,1,0,0,0,0
piano,0,1,0,0,0,0,0,0,1
pick,0,0,0,1,2,4,1,0,0
pickandroll,0,1,0,0,0,0,0,0,0
picked,0,0,2,0,0,3,0,2,0
pickin,0,0,0,0,0,1,0,0,0
picking,0,0,0,0,0,0,1,0,0
picture,1,1,2,1,1,3,3,1,0
pictured,0,0,0,0,0,0,1,0,0
pictureperfect,0,1,0,0,0,0,0,0,0
picturing,0,0,0,0,0,1,0,0,0
pie,0,0,2,1,0,0,1,0,0
piece,1,1,0,2,1,5,0,1,0
pierre,0,0,2,0,0,0,0,0,0
pilate,0,0,0,0,0,1,0,0,1
pile,0,1,0,0,1,0,0,0,0
pill,0,0,0,0,1,0,0,0,0
pillage,0,0,0,0,1,0,0,0,0
pillar,0,0,0,0,0,0,1,0,0
pimp,0,0,0,0,1,2,0,0,1
pimped,0,0,0,0,0,1,0,0,0
pimpin,0,1,0,1,0,0,0,0,0
pimping,0,0,0,1,0,0,0,0,0
pimpish,0,0,0,0,1,0,0,0,0
pin,0,0,0,0,0,0,0,0,1
pink,0,3,0,1,1,0,2,0,0
pinkass,0,0,0,0,0,0,0,1,0
pinker,0,1,0,0,0,0,0,0,0
pinocchio,1,0,0,0,0,0,0,0,0
pinocchios,1,0,0,0,0,0,0,0,0
pipe,0,0,0,0,0,0,0,0,1
piqued,0,0,0,0,1,0,0,0,0
piss,0,0,0,0,1,1,0,0,0
pissin,0,0,0,1,0,0,0,0,0
pivot,0,1,0,0,0,0,0,0,0
pla,0,0,0,0,0,0,1,0,0
place,0,0,0,1,2,2,2,1,0
plain,0,1,0,0,1,1,2,0,0
plan,0,1,0,2,3,3,2,0,0
plane,0,3,0,1,0,3,0,1,0
planekonnichiwa,0,1,0,0,0,0,0,0,0
planet,0,0,0,0,0,1,0,0,0
planned,0,0,0,0,0,2,0,0,0
plannin,0,0,2,0,0,0,0,0,0
plaque,0,0,0,1,0,3,0,0,0
plastic,0,0,0,0,1,0,0,0,0
plate,0,0,0,0,0,2,0,0,0
platinum,0,1,0,0,0,1,1,0,0
play,1,5,0,4,4,4,4,1,3
playa,0,0,0,1,0,2,0,0,0
playahated,0,0,0,0,0,1,0,0,0
played,1,2,0,0,0,4,1,0,0
player,0,0,0,1,0,1,0,0,1
playin,0,0,2,0,0,0,0,3,0
playing,0,0,0,0,2,1,0,0,0
playlist,0,0,0,0,1,0,0,0,0
pleasure,0,2,0,0,0,0,0,0,0
pledge,0,0,0,0,0,1,0,0,0
plenty,0,0,0,0,1,0,1,0,0
plight,0,0,0,1,0,0,0,0,0
plottin,0,0,0,0,0,0,0,0,1
plural,0,0,0,1,0,0,0,0,0
pluraled,0,0,0,0,0,1,0,0,0
po,0,0,0,0,0,0,1,0,0
pocket,0,1,0,1,2,1,1,0,0
podium,1,0,0,0,0,0,0,0,0
poet,0,0,0,0,0,0,1,0,0
poetry,0,1,0,1,0,0,0,0,0
point,0,1,2,0,1,0,0,0,0
poison,0,0,0,1,0,0,0,0,0
pokin,0,0,0,1,0,0,0,0,0
polaroidsll,0,0,0,0,0,1,0,0,0
pole,0,0,0,0,0,1,0,0,0
police,0,0,0,1,0,2,0,0,0
polk,0,0,0,0,1,0,0,0,0
polo,0,3,0,2,1,0,1,1,0
pologize,0,0,0,0,0,1,0,0,0
pon,0,0,0,0,0,1,0,1,0
ponderosa,0,0,0,0,0,0,0,1,0
poof,0,0,0,1,0,0,0,0,0
pool,0,0,0,0,1,0,0,0,0
poor,0,0,2,0,0,1,0,0,0
pootie,0,0,0,0,0,1,0,0,0
pop,1,4,0,2,0,1,2,1,1
popcaan,0,0,0,0,0,0,0,1,0
pope,0,0,0,0,0,1,0,2,0
popeyes,0,0,0,0,0,0,1,0,0
poplar,0,0,0,0,0,0,0,1,0
popo,0,0,0,0,0,1,0,0,0
poppa,0,0,0,0,0,0,0,1,0
popped,0,1,0,1,0,1,1,0,0
poppin,0,0,0,0,0,1,1,0,0
popular,0,0,0,0,0,1,0,0,0
porn,0,0,0,1,0,0,1,0,0
porno,0,0,0,0,1,0,0,0,0
pornstar,0,0,0,0,1,0,0,0,0
porsche,0,0,0,1,0,1,0,1,0
portion,0,0,2,0,0,0,0,0,0
pose,0,0,2,1,0,0,0,0,0
posed,0,0,0,0,0,1,0,0,0
position,0,0,0,0,0,2,0,0,0
possessed,0,0,0,1,0,0,0,1,0
possum,0,0,0,0,0,0,1,0,0
post,0,0,2,3,1,0,1,0,0
postblueprint,0,0,0,0,0,1,0,0,0
posted,0,0,0,1,0,0,0,0,0
pot,0,0,0,0,0,1,0,0,0
potent,0,1,0,0,0,0,0,0,0
potion,0,0,0,1,0,0,0,0,0
pound,0,0,0,0,0,1,0,0,0
poupon,0,0,0,0,0,0,1,0,0
pour,0,0,2,1,1,0,1,1,0
poured,0,0,0,0,1,0,0,0,0
pouring,0,0,0,1,0,0,1,0,0
powder,0,0,0,0,1,0,0,0,0
powell,0,0,0,0,1,0,0,0,0
power,0,0,4,2,1,1,1,0,0
practically,0,0,0,1,0,0,0,0,0
practice,0,1,0,0,0,0,0,0,0
practicing,0,0,0,1,0,0,0,0,0
prada,0,1,0,0,1,0,0,0,0
praise,0,0,6,0,1,1,1,0,0
praising,0,0,2,0,0,0,0,0,0
pray,1,0,4,5,1,1,1,0,2
prayed,0,1,2,0,0,1,0,0,0
prayer,0,0,2,0,0,0,1,0,0
prayin,0,0,0,0,0,0,1,0,0
praying,0,0,0,1,0,0,0,0,0
pre,1,0,0,0,3,0,1,0,0
preach,0,1,0,0,0,0,0,0,0
preacher,0,0,0,1,1,0,0,0,0
preachin,0,0,0,0,1,0,0,0,0
preaching,0,0,0,0,0,0,1,0,0
precautious,0,0,0,0,0,0,0,0,1
preceded,0,0,0,0,1,0,0,0,0
precinct,0,0,0,1,0,0,0,0,0
precious,0,0,0,0,0,1,1,0,0
prefer,0,0,0,0,0,1,0,0,1
preferably,0,0,0,0,0,1,0,0,0
pregnantated,0,0,0,0,0,0,0,1,0
prejudice,0,1,0,0,0,0,0,0,0
premeditated,0,0,0,0,0,0,0,0,1
prenup,0,0,0,1,0,0,0,0,0
prepared,0,0,0,0,0,1,0,0,0
prerequisite,0,0,0,1,0,0,0,0,0
presence,0,1,2,0,1,0,0,0,0
presentation,0,0,0,0,0,0,1,0,0
president,0,0,0,1,0,0,0,0,0
presidential,0,0,0,0,1,1,0,0,0
presidito,0,1,0,0,0,0,0,0,0
pressin,0,0,2,0,0,0,0,0,0
pressing,0,0,0,0,0,1,0,0,0
pressure,1,1,0,1,0,2,2,0,0
pretend,0,0,0,0,0,0,1,0,0
pretended,0,0,0,1,0,0,0,0,0
pretendin,0,0,0,0,0,0,2,0,0
pretending,0,0,0,1,0,0,0,0,0
prettiest,0,0,0,0,0,1,0,0,0
pretty,0,1,0,1,1,1,1,0,1
price,0,0,2,0,2,1,4,0,0
pride,0,1,2,0,1,0,0,0,0
priest,0,0,0,0,1,0,0,1,0
priestess,0,0,0,1,0,0,0,0,0
prime,0,0,0,0,0,1,0,0,0
primetime,0,1,0,0,0,0,0,0,0
prince,0,1,0,1,0,0,0,1,1
princed,0,1,0,0,0,0,0,0,0
principle,0,1,0,0,0,0,0,0,0
prison,0,0,2,0,1,0,0,1,0
private,0,0,0,1,0,0,1,0,0
privately,0,0,0,0,0,0,0,1,0
pro,0,0,0,0,1,0,1,0,0
prob,0,0,0,1,0,0,1,0,0
problem,1,2,0,1,0,4,6,0,1
procedure,0,0,0,1,0,0,0,0,0
produced,3,9,0,15,11,6,6,10,0
producer,0,0,0,0,0,3,2,0,0
producerrapper,0,0,0,0,0,1,0,0,0
product,0,0,2,0,0,0,0,0,0
production,0,0,0,0,0,1,1,1,0
professional,0,1,0,0,0,0,0,0,0
professor,0,0,0,1,0,0,0,0,0
profiled,0,0,0,0,0,1,0,0,0
profit,0,0,0,1,1,0,0,0,0
program,0,0,0,0,0,1,0,0,0
programmed,0,0,0,0,1,0,0,0,0
programmin,0,0,0,0,0,0,1,0,0
project,0,1,0,1,0,0,0,0,0
prolly,0,0,0,0,0,0,0,1,0
prom,0,0,0,0,0,0,0,1,0
promdated,0,0,0,0,0,1,0,0,0
promise,0,0,2,2,0,1,0,0,1
promised,0,0,0,2,0,1,1,0,0
promote,0,0,0,0,0,0,1,0,0
promotion,0,0,0,0,0,1,0,0,0
pronounce,0,0,0,1,0,1,0,0,0
proof,0,0,0,0,1,0,0,0,0
proper,0,0,0,0,0,0,1,0,0
propose,0,0,0,0,0,1,0,0,0
protection,0,0,2,0,0,0,0,0,0
protested,0,0,0,1,0,0,0,0,0
protégé,0,0,0,0,1,0,0,0,0
proudly,0,0,0,0,0,1,0,0,0
prove,0,0,0,1,0,1,0,1,1
provoking,0,0,0,0,1,0,0,0,0
prrapapapum,0,0,0,0,0,0,0,0,1
prynce,0,0,0,0,1,0,1,0,0
pssh,0,0,0,1,0,0,0,0,0
psychiatrist,0,0,0,0,0,0,1,0,0
psychic,0,1,0,1,0,0,0,0,0
pu,1,0,0,0,0,0,0,0,0
public,0,0,0,0,2,0,0,0,0
publicly,0,0,0,0,0,0,0,0,1
puerto,0,0,0,0,0,0,1,0,0
puff,0,0,0,2,0,0,1,0,0
puffpuff,0,0,0,1,0,0,0,0,0
puffpuffpass,0,0,0,1,0,0,0,0,0
puffy,0,0,0,0,0,1,0,0,0
pull,0,1,0,2,2,4,1,1,1
pulled,0,1,2,1,1,2,0,0,0
pullin,0,0,0,0,0,1,1,0,0
pulpit,0,0,0,1,0,0,0,0,0
pump,0,0,0,1,0,1,0,0,0
pun,0,1,0,0,0,0,0,0,0
punk,0,1,0,1,0,0,0,4,0
pure,0,0,2,1,0,0,1,0,0
purity,0,0,0,0,1,0,0,0,0
purp,0,0,0,0,1,0,0,0,0
purposely,0,1,0,0,0,0,0,0,0
purse,0,0,0,0,0,2,0,1,0
push,0,0,2,0,0,3,1,0,0
pusha,0,0,2,0,2,0,0,0,0
pushin,0,0,0,0,0,1,1,0,0
pussy,0,0,0,0,6,0,2,3,1
puttin,0,0,0,0,1,2,0,0,0
putting,0,0,0,0,1,1,0,0,0
pyramid,0,0,0,0,0,0,1,0,0
pyrex,0,0,0,0,0,0,0,1,0
qtip,0,0,0,1,0,0,0,0,0
quarter,0,0,0,0,0,1,0,0,0
queen,1,1,0,0,1,1,0,0,0
quest,0,0,0,0,0,2,0,0,0
question,0,1,0,2,4,2,3,1,0
questionin,0,0,0,0,0,0,0,0,1
quick,0,0,0,0,1,1,0,0,0
quiet,0,0,0,1,1,0,0,0,0
quit,0,0,0,0,0,2,0,1,0
quota,0,0,0,1,0,0,0,0,0
quote,0,0,0,0,0,1,0,0,0
rabbit,0,1,0,0,0,0,0,0,0
race,0,0,2,0,0,0,0,0,0
racially,0,0,0,0,0,1,0,0,0
racin,1,0,0,0,0,0,0,1,0
racism,0,0,0,0,0,2,0,1,0
radical,0,0,2,0,0,0,0,0,0
radio,0,0,0,1,0,1,0,1,0
rae,0,0,0,0,1,0,0,0,0
raekwon,0,0,0,0,1,0,0,0,0
rag,0,0,0,0,0,1,0,0,0
rah,0,0,0,0,0,0,1,0,0
raided,0,0,2,0,0,0,0,0,0
rain,0,0,2,1,0,1,0,0,0
rainbow,0,0,0,0,0,0,1,0,0
raincoat,0,0,0,0,0,0,1,0,0
rained,0,0,0,0,1,2,0,0,0
rainey,0,0,0,0,0,2,0,0,0
raise,0,0,4,1,0,1,0,0,0
raised,0,1,0,1,1,1,0,1,0
raising,0,0,0,0,0,0,1,0,0
ralph,0,0,0,0,1,0,0,0,0
ranch,0,0,2,0,0,0,0,0,0
random,0,0,0,0,1,0,0,0,0
randy,0,0,0,0,0,0,1,0,0
range,0,0,0,0,1,0,0,1,0
rap,0,2,0,2,2,10,3,1,0
rape,0,0,0,0,1,0,0,0,0
rapist,0,0,0,0,1,0,0,0,0
raplic,0,0,0,0,0,0,0,1,0
rapped,0,0,0,0,0,2,0,0,0
rapper,0,0,0,3,0,7,3,1,0
rappin,0,1,0,0,0,2,2,0,0
rare,0,0,0,0,0,0,1,0,0
rat,0,0,0,1,1,0,0,1,0
rate,0,0,0,1,1,0,1,0,0
rated,0,0,0,0,0,0,0,1,0
rationalize,0,0,0,1,0,0,0,0,0
raw,0,0,0,2,0,2,0,1,1
ray,0,0,0,0,0,1,2,0,0
raymond,0,0,0,0,0,1,0,0,0
rayrays,0,0,0,0,0,1,0,0,0
rb,0,0,0,0,0,1,2,0,0
reach,0,2,0,1,0,2,1,0,0
reacquainted,0,1,0,0,0,0,0,0,0
react,0,0,0,1,0,0,0,0,0
read,0,2,2,1,0,2,0,1,0
ready,1,0,0,0,1,2,0,1,0
readyready,0,0,0,0,0,0,0,1,0
reagan,0,1,0,1,0,0,0,0,0
real,3,3,2,3,5,5,6,4,0
reality,0,0,0,0,2,2,1,0,1
realize,0,1,0,0,0,1,1,0,0
realized,0,0,0,1,0,0,0,0,0
rear,0,0,0,1,0,0,0,0,0
reason,2,0,2,3,0,3,0,1,1
rebel,0,0,0,2,0,0,0,0,0
rebuild,0,0,0,0,1,0,0,0,0
rebukin,0,0,0,0,0,0,0,0,1
recall,0,2,0,0,0,0,0,0,0
received,0,1,0,0,0,0,0,0,0
reception,0,0,0,0,0,0,0,0,1
reckless,0,1,0,0,0,0,0,0,0
reconstructive,0,0,0,0,0,1,0,0,0
record,0,0,0,0,0,4,0,0,0
recorded,0,0,0,0,0,1,0,0,0
recorder,0,0,0,1,0,0,0,1,0
red,0,2,0,0,3,3,1,2,1
redcupallonthelawn,0,0,0,0,0,0,0,1,0
redemption,0,0,0,0,1,0,0,0,0
rednosed,0,0,0,0,0,1,0,0,0
redriven,0,0,0,0,0,1,0,0,0
reeboks,0,1,0,1,0,0,0,0,0
reef,0,0,0,0,0,1,0,0,0
reefer,0,0,0,1,0,0,0,0,0
reel,0,0,0,0,0,0,1,0,0
referee,0,0,2,0,0,0,0,0,0
reflect,0,0,2,0,0,0,0,0,0
refrain,2,2,4,1,1,0,1,3,1
refresh,0,0,0,0,1,0,0,0,0
refrigerated,0,1,0,0,0,0,0,0,0
regard,0,1,0,0,0,0,0,0,0
regiment,0,0,0,0,0,1,0,0,0
regina,0,0,0,1,0,0,0,0,0
regis,0,0,0,0,0,1,0,0,0
register,0,0,0,0,0,1,0,0,0
registration,0,0,0,1,0,0,0,0,0
regular,0,0,0,0,0,1,0,0,0
regularly,0,0,0,0,0,0,1,0,0
reid,0,0,2,0,0,0,0,0,0
reign,1,0,0,1,0,1,0,0,0
reindeer,0,0,0,0,0,1,0,0,0
relate,0,0,0,0,0,0,1,0,1
relationship,0,1,0,1,0,1,1,0,0
relaxed,0,0,0,1,0,0,0,0,0
released,0,0,0,0,0,0,1,0,0
religion,0,0,4,0,3,0,0,0,0
religious,0,0,0,0,0,1,1,0,0
relive,0,1,0,0,0,0,0,0,0
relivin,0,0,0,0,0,0,0,1,0
reload,0,0,0,0,0,1,0,0,0
reluctancy,0,0,2,0,0,0,0,0,0
remains,0,0,0,3,0,0,0,0,0
remember,1,3,0,4,0,3,3,2,0
remembered,0,0,0,0,0,0,1,0,2
remind,0,1,0,0,1,0,1,0,0
reminder,0,0,0,0,0,0,0,0,1
reminisce,0,1,0,0,0,0,0,0,0
remix,0,1,0,0,0,0,0,0,0
